skin_tone,hair_color,lip_color,eye_color,age,season,dress_shade,lip_shade
tan,dark brown,red,teal,44,summer,jewel tones,rose
olive,blonde,pink,hazel,28,spring,neutral,coral
deep,auburn,red,hazel,38,fall,vibrant colors,plum
medium,gray,purple,turquoise,53,spring,bright,red
ivory,platinum,pink,black,61,spring,pastel,coral
olive,auburn,red,hazel,22,fall,jewel tones,red
porcelain,black,red,violet,60,fall,earth tones,mauve
porcelain,red,mauve,black,37,fall,neutral,nude
porcelain,blonde,peach,brown,41,summer,jewel tones,mauve
ivory,platinum,mauve,violet,50,winter,pastel,coral
dark,dark brown,purple,brown,58,spring,jewel tones,berry
deep,black,coral,amber,20,spring,vibrant colors,berry
tan,platinum,pink,gray,57,winter,bright,berry
light,gray,red,teal,15,summer,jewel tones,berry
olive,black,red,turquoise,41,fall,bright,berry
medium,black,nude,green,56,fall,bright,berry
ivory,red,pink,black,51,summer,earth tones,rose
light,brown,burgundy,hazel,21,fall,muted,mauve
light,platinum,peach,amber,69,spring,jewel tones,berry
olive,red,plum,amber,50,summer,vibrant colors,berry
dark,auburn,pink,brown,45,fall,vibrant colors,plum
light,chestnut,plum,amber,47,summer,muted,bronze
deep,auburn,brown,gray,22,fall,bright,plum
ebony,brown,red,amber,68,fall,vibrant colors,red
tan,brown,pink,violet,34,winter,vibrant colors,red
tan,blonde,coral,amber,34,fall,vibrant colors,berry
dark,red,coral,violet,52,fall,earth tones,berry
tan,auburn,purple,turquoise,33,winter,jewel tones,red
medium,auburn,nude,hazel,42,winter,jewel tones,rose
light,chestnut,plum,brown,40,winter,neon,nude
medium,chestnut,mauve,gray,35,summer,earth tones,berry
ebony,chestnut,brown,brown,32,fall,vibrant colors,plum
dark,blonde,burgundy,black,46,winter,pastel,peach
ivory,red,coral,teal,42,fall,jewel tones,mauve
olive,blonde,peach,hazel,66,fall,neutral,rose
light,brown,mauve,green,63,fall,muted,bronze
fair,platinum,nude,black,34,fall,pastel,coral
ivory,red,mauve,gray,25,spring,jewel tones,rose
tan,light brown,red,gray,38,fall,vibrant colors,berry
medium,chestnut,brown,blue,29,spring,earth tones,berry
porcelain,dark brown,burgundy,brown,23,fall,muted,plum
tan,dark brown,burgundy,black,33,fall,jewel tones,berry
medium,light brown,nude,brown,59,fall,vibrant colors,red
porcelain,platinum,mauve,turquoise,35,winter,jewel tones,rose
ebony,light brown,burgundy,blue,47,fall,vibrant colors,berry
fair,black,mauve,gray,18,winter,metallic,plum
dark,brown,plum,turquoise,40,fall,bright,plum
fair,dark brown,brown,brown,49,spring,pastel,nude
tan,blonde,plum,green,30,winter,vibrant colors,berry
tan,chestnut,coral,black,46,summer,earth tones,berry
medium,dark brown,mauve,violet,52,spring,earth tones,red
medium,brown,burgundy,blue,34,spring,earth tones,red
fair,brown,burgundy,brown,55,spring,pastel,nude
dark,platinum,burgundy,blue,66,summer,neon,coral
medium,chestnut,pink,black,67,summer,neutral,coral
olive,auburn,red,violet,62,summer,vibrant colors,cherry
ivory,platinum,brown,turquoise,43,summer,neutral,peach
fair,gray,peach,amber,31,fall,pastel,peach
light,light brown,red,teal,53,winter,jewel tones,berry
tan,blonde,burgundy,gray,50,winter,earth tones,berry
dark,red,coral,green,40,fall,bright,plum
light,blonde,peach,amber,67,summer,neutral,peach
ivory,light brown,pink,brown,53,spring,jewel tones,mauve
olive,platinum,brown,turquoise,57,winter,jewel tones,rose
ivory,chestnut,mauve,amber,60,summer,neon,peach
ivory,chestnut,mauve,blue,68,summer,metallic,plum
porcelain,red,purple,green,38,winter,jewel tones,berry
dark,light brown,purple,teal,39,winter,vibrant colors,berry
medium,dark brown,mauve,hazel,58,spring,earth tones,berry
deep,dark brown,mauve,violet,26,winter,bright,berry
medium,chestnut,coral,blue,46,winter,neutral,nude
fair,red,plum,green,21,spring,earth tones,mauve
ebony,red,red,gray,54,summer,earth tones,rose
olive,dark brown,pink,violet,58,winter,jewel tones,red
porcelain,blonde,peach,hazel,22,winter,jewel tones,mauve
dark,black,mauve,amber,60,spring,jewel tones,berry
porcelain,dark brown,coral,brown,51,spring,muted,plum
porcelain,black,red,teal,42,fall,pastel,nude
dark,chestnut,purple,black,34,fall,jewel tones,plum
porcelain,platinum,mauve,brown,31,summer,jewel tones,berry
medium,auburn,brown,blue,18,summer,vibrant colors,cherry
fair,light brown,pink,brown,29,fall,jewel tones,rose
tan,platinum,red,black,27,fall,vibrant colors,berry
deep,brown,pink,turquoise,61,summer,vibrant colors,plum
porcelain,gray,red,turquoise,23,summer,neon,nude
deep,brown,peach,teal,67,fall,earth tones,rose
dark,dark brown,red,blue,60,fall,jewel tones,berry
ivory,black,purple,blue,33,summer,neutral,nude
dark,black,mauve,green,68,spring,vibrant colors,plum
light,red,pink,hazel,26,spring,neutral,peach
ivory,black,mauve,violet,51,fall,neon,rose
ivory,light brown,red,blue,46,fall,jewel tones,rose
tan,light brown,purple,hazel,22,winter,neutral,peach
deep,dark brown,plum,gray,17,summer,vibrant colors,red
ivory,dark brown,nude,brown,48,winter,pastel,coral
olive,platinum,plum,black,16,fall,pastel,rose
fair,auburn,nude,teal,16,winter,muted,mauve
olive,chestnut,red,blue,33,summer,vibrant colors,cherry
olive,dark brown,nude,brown,48,spring,earth tones,red
ivory,blonde,nude,black,38,winter,neutral,nude
deep,auburn,purple,brown,32,summer,bright,red
light,red,plum,hazel,66,fall,neutral,nude
medium,light brown,nude,black,33,fall,vibrant colors,cherry
deep,gray,coral,turquoise,65,fall,vibrant colors,red
light,chestnut,plum,green,44,winter,neutral,peach
ivory,platinum,purple,blue,30,fall,neutral,nude
light,gray,pink,blue,18,spring,earth tones,rose
porcelain,red,peach,violet,45,summer,neutral,peach
deep,auburn,purple,teal,49,winter,vibrant colors,berry
light,brown,purple,turquoise,48,fall,jewel tones,berry
fair,blonde,burgundy,green,43,spring,jewel tones,rose
fair,black,brown,hazel,50,winter,pastel,nude
tan,dark brown,coral,gray,38,spring,jewel tones,berry
ivory,blonde,plum,amber,23,fall,pastel,coral
porcelain,brown,mauve,amber,34,summer,jewel tones,rose
dark,red,mauve,hazel,29,summer,vibrant colors,plum
ivory,gray,coral,hazel,29,spring,neutral,nude
ivory,brown,plum,turquoise,27,spring,jewel tones,rose
medium,auburn,peach,hazel,38,spring,earth tones,rose
porcelain,black,red,amber,51,summer,jewel tones,berry
porcelain,auburn,pink,brown,69,summer,jewel tones,mauve
deep,dark brown,brown,teal,21,winter,bright,berry
dark,blonde,coral,amber,37,spring,neutral,nude
fair,blonde,brown,turquoise,69,winter,neutral,peach
light,platinum,purple,green,47,summer,neutral,nude
deep,black,plum,brown,50,winter,jewel tones,berry
ivory,dark brown,brown,turquoise,41,summer,jewel tones,mauve
medium,black,purple,brown,29,fall,neon,red
olive,auburn,pink,blue,32,summer,vibrant colors,cherry
olive,auburn,pink,brown,50,summer,jewel tones,berry
porcelain,black,purple,gray,51,fall,monochrome,coral
fair,platinum,plum,teal,36,summer,neutral,coral
fair,platinum,pink,brown,45,fall,neutral,coral
fair,platinum,red,violet,23,summer,jewel tones,rose
tan,red,pink,gray,43,fall,vibrant colors,cherry
ivory,black,purple,blue,29,winter,muted,plum
dark,blonde,plum,amber,19,spring,neon,rose
light,gray,brown,violet,35,fall,bright,red
dark,brown,pink,hazel,39,winter,earth tones,berry
ebony,red,burgundy,hazel,34,summer,vibrant colors,red
porcelain,black,plum,blue,55,fall,bright,red
porcelain,brown,nude,blue,40,winter,muted,mauve
ivory,dark brown,pink,turquoise,23,spring,muted,bronze
olive,brown,plum,blue,58,spring,earth tones,rose
porcelain,brown,brown,gray,54,fall,pastel,coral
dark,platinum,brown,gray,15,summer,earth tones,berry
light,light brown,purple,violet,27,winter,neutral,nude
dark,dark brown,red,turquoise,18,summer,jewel tones,berry
ivory,blonde,peach,hazel,58,fall,jewel tones,rose
deep,light brown,pink,teal,23,winter,bright,red
fair,red,coral,teal,21,summer,neutral,peach
olive,auburn,coral,brown,63,winter,jewel tones,rose
light,light brown,mauve,amber,51,summer,jewel tones,mauve
ebony,brown,purple,violet,44,summer,earth tones,rose
tan,black,brown,hazel,61,spring,neon,peach
medium,blonde,peach,hazel,24,winter,neutral,nude
dark,gray,pink,brown,47,fall,vibrant colors,berry
light,brown,mauve,green,65,winter,muted,mauve
deep,auburn,coral,hazel,63,summer,vibrant colors,red
olive,platinum,nude,amber,32,winter,neon,nude
tan,dark brown,purple,amber,66,fall,jewel tones,berry
ivory,auburn,plum,brown,38,winter,jewel tones,berry
olive,brown,plum,amber,66,fall,earth tones,berry
light,red,nude,green,45,spring,earth tones,rose
fair,black,peach,teal,36,winter,bright,cherry
ivory,black,coral,violet,49,spring,neon,cherry
medium,dark brown,red,violet,53,summer,jewel tones,red
ivory,dark brown,pink,teal,62,winter,muted,bronze
fair,blonde,mauve,black,55,spring,pastel,coral
dark,brown,nude,teal,65,fall,earth tones,rose
tan,dark brown,burgundy,teal,18,fall,jewel tones,rose
light,platinum,peach,turquoise,53,winter,pastel,nude
fair,black,mauve,green,56,fall,earth tones,mauve
tan,auburn,burgundy,gray,28,spring,vibrant colors,cherry
ebony,dark brown,burgundy,hazel,64,fall,vibrant colors,berry
medium,light brown,red,hazel,54,summer,neutral,rose
dark,light brown,coral,green,24,fall,jewel tones,rose
ivory,dark brown,burgundy,amber,47,spring,jewel tones,mauve
light,blonde,burgundy,hazel,59,winter,neutral,peach
medium,light brown,nude,turquoise,47,winter,neutral,nude
olive,platinum,brown,turquoise,17,winter,neutral,coral
ebony,auburn,pink,brown,57,summer,vibrant colors,plum
ebony,chestnut,peach,green,62,spring,vibrant colors,berry
medium,gray,burgundy,violet,42,summer,monochrome,coral
tan,red,coral,gray,15,fall,vibrant colors,cherry
tan,auburn,peach,gray,65,summer,earth tones,red
deep,gray,peach,amber,48,summer,metallic,plum
tan,black,pink,black,30,summer,neon,nude
ivory,gray,peach,blue,50,winter,metallic,bronze
deep,blonde,brown,green,29,summer,metallic,mauve
medium,black,red,turquoise,56,summer,bright,cherry
medium,light brown,burgundy,teal,33,summer,earth tones,berry
medium,blonde,pink,violet,67,summer,vibrant colors,cherry
dark,light brown,coral,violet,67,summer,neon,red
tan,chestnut,nude,amber,21,summer,vibrant colors,red
tan,blonde,coral,brown,40,summer,earth tones,red
dark,chestnut,burgundy,hazel,58,spring,earth tones,berry
ivory,blonde,plum,turquoise,18,summer,pastel,peach
ebony,dark brown,purple,hazel,25,winter,jewel tones,rose
deep,red,burgundy,turquoise,19,summer,bright,berry
deep,light brown,plum,teal,60,winter,jewel tones,plum
porcelain,black,plum,amber,55,winter,jewel tones,mauve
porcelain,black,brown,gray,15,winter,neon,nude
dark,light brown,plum,black,40,spring,jewel tones,berry
deep,black,burgundy,turquoise,64,summer,bright,plum
dark,brown,burgundy,violet,55,fall,bright,red
tan,light brown,nude,hazel,35,fall,earth tones,berry
porcelain,blonde,burgundy,amber,59,fall,neutral,nude
porcelain,light brown,plum,brown,31,summer,pastel,nude
fair,gray,plum,turquoise,31,fall,neon,cherry
ivory,blonde,red,gray,36,fall,pastel,coral
deep,red,nude,blue,44,summer,vibrant colors,berry
medium,chestnut,red,blue,51,spring,earth tones,rose
ebony,black,burgundy,hazel,66,winter,bright,red
porcelain,gray,coral,brown,23,winter,muted,plum
fair,brown,purple,gray,24,fall,muted,mauve
porcelain,brown,nude,gray,59,summer,pastel,nude
dark,platinum,purple,hazel,63,winter,jewel tones,berry
deep,auburn,coral,amber,48,summer,bright,plum
dark,auburn,coral,turquoise,58,winter,vibrant colors,red
medium,dark brown,burgundy,hazel,69,spring,jewel tones,berry
dark,dark brown,mauve,teal,39,winter,jewel tones,rose
olive,blonde,red,hazel,26,winter,earth tones,red
fair,black,coral,black,43,fall,neutral,peach
medium,brown,red,turquoise,45,fall,jewel tones,berry
porcelain,light brown,pink,teal,52,winter,jewel tones,berry
dark,chestnut,pink,brown,33,fall,bright,plum
ebony,platinum,nude,amber,42,fall,metallic,plum
porcelain,dark brown,plum,amber,34,spring,pastel,nude
dark,platinum,burgundy,amber,20,winter,vibrant colors,red
medium,black,peach,brown,49,winter,neon,bronze
ivory,blonde,peach,black,61,fall,pastel,nude
ivory,chestnut,red,green,53,summer,muted,bronze
tan,dark brown,pink,brown,20,spring,jewel tones,rose
dark,light brown,coral,teal,66,fall,muted,mauve
olive,red,pink,brown,53,winter,earth tones,red
dark,chestnut,burgundy,amber,31,fall,bright,berry
light,chestnut,pink,blue,60,spring,neutral,peach
tan,gray,nude,amber,22,summer,neon,peach
porcelain,chestnut,nude,hazel,37,winter,neutral,peach
tan,light brown,burgundy,black,68,fall,neutral,peach
ivory,platinum,pink,turquoise,39,spring,neutral,peach
light,dark brown,mauve,gray,21,fall,pastel,coral
porcelain,red,coral,green,36,spring,neutral,coral
medium,red,nude,black,40,fall,vibrant colors,red
deep,black,coral,black,35,fall,bright,red
dark,blonde,nude,brown,47,fall,bright,red
fair,black,plum,green,42,summer,muted,mauve
porcelain,gray,mauve,amber,15,fall,bright,berry
ivory,light brown,peach,violet,46,summer,neutral,peach
olive,red,peach,green,60,spring,neutral,coral
tan,platinum,nude,black,60,spring,bright,berry
medium,blonde,mauve,black,15,spring,neutral,nude
light,chestnut,pink,green,26,winter,monochrome,coral
dark,gray,red,black,52,spring,jewel tones,rose
ivory,red,burgundy,green,49,fall,earth tones,berry
light,red,mauve,blue,35,winter,neutral,coral
fair,gray,plum,hazel,25,winter,metallic,bronze
porcelain,black,mauve,blue,56,summer,earth tones,mauve
ebony,light brown,purple,brown,20,fall,jewel tones,berry
olive,red,purple,black,16,fall,vibrant colors,red
fair,blonde,nude,brown,44,winter,neutral,coral
dark,blonde,red,green,32,fall,neutral,nude
tan,chestnut,red,teal,61,winter,earth tones,berry
light,blonde,coral,hazel,57,spring,pastel,nude
fair,auburn,plum,turquoise,68,fall,jewel tones,mauve
light,auburn,nude,green,40,winter,muted,plum
tan,brown,plum,green,38,winter,vibrant colors,berry
fair,dark brown,pink,brown,45,fall,jewel tones,mauve
medium,dark brown,pink,brown,43,summer,jewel tones,rose
olive,gray,burgundy,black,40,fall,neutral,peach
fair,black,coral,teal,38,fall,neon,berry
porcelain,brown,nude,violet,62,fall,jewel tones,rose
light,chestnut,pink,turquoise,68,spring,neutral,nude
olive,red,nude,blue,56,fall,neutral,peach
tan,blonde,mauve,turquoise,48,summer,neutral,peach
dark,brown,peach,brown,38,winter,bright,berry
olive,light brown,burgundy,turquoise,32,fall,vibrant colors,berry
tan,black,purple,blue,58,winter,muted,bronze
ebony,black,nude,violet,58,spring,vibrant colors,berry
fair,auburn,coral,blue,42,spring,jewel tones,mauve
light,light brown,burgundy,black,27,fall,jewel tones,rose
porcelain,auburn,peach,green,26,fall,jewel tones,mauve
dark,red,mauve,teal,63,spring,earth tones,rose
light,black,burgundy,black,24,summer,jewel tones,rose
fair,black,pink,black,38,spring,metallic,plum
deep,gray,brown,brown,21,fall,metallic,bronze
ivory,platinum,peach,brown,52,winter,jewel tones,rose
fair,platinum,mauve,violet,43,summer,jewel tones,berry
porcelain,gray,pink,turquoise,48,spring,metallic,plum
medium,black,plum,brown,49,summer,bright,berry
olive,red,brown,brown,16,spring,vibrant colors,berry
deep,chestnut,peach,brown,25,fall,earth tones,plum
ivory,auburn,coral,blue,55,fall,muted,plum
deep,auburn,coral,gray,52,winter,bright,berry
ivory,chestnut,brown,black,58,winter,neon,cherry
deep,auburn,mauve,amber,27,spring,vibrant colors,berry
porcelain,black,pink,amber,40,summer,earth tones,berry
deep,auburn,mauve,turquoise,44,spring,bright,red
light,brown,brown,brown,51,fall,muted,plum
ebony,auburn,peach,green,38,spring,bright,plum
fair,black,nude,brown,50,spring,jewel tones,rose
tan,gray,peach,black,15,spring,metallic,bronze
ebony,black,pink,gray,48,summer,vibrant colors,red
ebony,auburn,plum,amber,41,fall,earth tones,plum
medium,black,coral,blue,69,fall,metallic,bronze
olive,red,mauve,violet,22,winter,vibrant colors,red
ebony,platinum,coral,green,15,fall,metallic,mauve
medium,auburn,red,brown,23,spring,vibrant colors,red
light,gray,peach,amber,43,spring,vibrant colors,red
porcelain,light brown,nude,blue,15,winter,neutral,nude
porcelain,brown,pink,violet,52,summer,jewel tones,mauve
ebony,brown,peach,brown,62,fall,vibrant colors,plum
fair,brown,mauve,blue,57,summer,jewel tones,rose
ivory,dark brown,pink,blue,31,summer,pastel,nude
ebony,red,plum,turquoise,20,summer,vibrant colors,plum
ebony,blonde,brown,blue,58,summer,vibrant colors,plum
deep,light brown,mauve,black,69,spring,pastel,berry
olive,auburn,purple,black,45,spring,jewel tones,rose
deep,gray,purple,turquoise,48,summer,vibrant colors,plum
olive,auburn,plum,violet,35,spring,vibrant colors,cherry
dark,chestnut,brown,blue,44,fall,earth tones,berry
ivory,light brown,purple,gray,51,fall,jewel tones,mauve
ivory,auburn,peach,hazel,29,summer,pastel,nude
medium,gray,brown,gray,59,spring,muted,mauve
olive,red,brown,teal,19,spring,neutral,peach
fair,chestnut,purple,blue,40,fall,pastel,nude
medium,gray,purple,black,48,spring,vibrant colors,cherry
medium,black,peach,gray,17,winter,bright,cherry
medium,light brown,purple,green,39,spring,vibrant colors,red
ivory,brown,plum,hazel,35,spring,muted,mauve
fair,chestnut,coral,turquoise,28,summer,neon,bronze
ivory,gray,coral,amber,21,summer,monochrome,peach
tan,brown,pink,black,30,spring,earth tones,red
